Change,  863498,  13049
Change,  893574,  13090
Change,  860972,  15862
Change,  839155,  13078
Change,  953733,  13024
Add,  1033025,  13088
Change,  1033197,  13007
Change,  943028,  15862
Change,  794732,  13024
Change,  1157441,  15862
Change,  1033041,  13081
Change,  823964,  13062
Change,  927384,  13073
Change,  1116258,  15862
Change,  1116239,  17158
Add,  816318,  13090
Change,  839111,  13079
Change,  893691,  13007
Change,  893539,  13024
Change,  794650,  13007
Add,  574041,  11092
Change,  884908,  13048
Change,  1100163,  13007
Add,  517506,  11092
Change,  877998,  13084
Add,  658512,  10417
Change,  999426,  13078
Add,  566906,  11098
Change,  884927,  13082
Change,  1075472,  13048
Change,  861002,  13081
Change,  878075,  13081
Change,  860999,  13073
Change,  1079443,  14376
Change,  808579,  13082
Change,  943009,  13024
Change,  964877,  13078
Change,  893589,  13081
Change,  885025,  13084
Change,  884955,  13024
Change,  987442,  13007
Add,  649091,  10418
Change,  942927,  13024
Change,  853400,  13079
Add,  816342,  13078
Change,  853482,  13083
Add,  658776,  10417
Change,  853338,  13077
Change,  953755,  15862
Change,  861002,  13081
Change,  858848,  13078
Change,  927386,  13073
Change,  847773,  13091
Change,  884930,  15249
Change,  987442,  13007
Change,  884863,  13079
Change,  877998,  13084
Change,  893629,  13024
Change,  987440,  13007
Change,  1100149,  14376
Change,  853349,  13090
Change,  885062,  15862
Change,  885033,  13082
Change,  794649,  13007
Change,  884854,  15728
Add,  552485,  11098
Change,  1033224,  21476
Change,  1157454,  13090
Change,  877950,  13088
Change,  893544,  15728
Add,  861017,  13078
Change,  999424,  13078
Change,  999432,  13007
Change,  860958,  15728
Add,  498110,  10418
Change,  893661,  13091
Add,  800507,  13062
Change,  794666,  13082
Add,  1100165,  13084
Change,  1075459,  13073
Change,  831374,  13024
Add,  557328,  10988
Change,  1116230,  13024
Change,  885051,  15728
Change,  884888,  13091
Change,  999437,  13084
Change,  893690,  13078
Change,  987392,  15862
Add,  1044537,  13024
Change,  893655,  13088
Change,  1144276,  13077
Change,  893682,  13048
Change,  884878,  13088
Change,  885016,  13078
Change,  1044614,  13084
Add,  908495,  13090
Change,  1116336,  13078
Change,  1116244,  15728
Change,  893724,  13049
Change,  884962,  15728
Change,  839383,  15728
Add,  557336,  11092
Change,  860970,  15862
Change,  999432,  13007
Change,  839304,  13081
Change,  1033065,  13084
Change,  860959,  15728
Change,  839307,  14376
Change,  987510,  13081
Change,  987526,  13007
Change,  860984,  13088
Change,  794732,  13024
Change,  893616,  13082
Change,  943043,  13091
Change,  1157645,  13072
Change,  884855,  15728
Change,  853433,  14376
Change,  893639,  13079
Change,  953742,  15728
Change,  853459,  13082
Change,  839220,  13081
Change,  1009180,  13077
Add,  535531,  11092
Change,  1157462,  13081
Change,  794648,  13007
Change,  860992,  13091
Change,  794650,  13007
Change,  1100123,  15862
Change,  1033208,  13082
Change,  877990,  13007
Change,  884871,  13077
Change,  800269,  12989
Add,  574041,  11092
Change,  853411,  13088
Change,  853482,  13083
Change,  893597,  13048
Change,  943053,  13081
Add,  1033060,  13007
Change,  878088,  13078
Change,  927356,  13079
Change,  1075456,  13073
Change,  847799,  13007
Change,  1157437,  13079
Change,  853438,  13048
Change,  884927,  13082
Change,  987471,  13066
Change,  1009170,  13066
Change,  1020273,  13077
Add,  853406,  13077
Change,  942968,  13073
Change,  919557,  17158
Add,  823973,  13084
Add,  550022,  11092
Change,  1033153,  15862
Add,  823971,  13007
Add,  571671,  11092
Add,  884974,  13077
Add,  884969,  15862
Change,  973381,  13073
Change,  877999,  13082
Change,  987490,  13090
Change,  884917,  13007
Change,  987535,  13082
Change,  987387,  13066
Change,  885051,  15728
Change,  893563,  13077
Change,  861018,  13078
Change,  847844,  13083
Add,  885011,  13048
Change,  893574,  13090
Change,  800416,  13007
Change,  853397,  13066
Change,  884885,  13091
Change,  884996,  13073
Change,  839384,  15728
Add,  517502,  10988
Change,  878053,  13088
Add,  839279,  13077
Change,  1157485,  13084
Change,  483773,  10417
Change,  885028,  13084
Change,  1100175,  13083
Change,  942951,  15862
Change,  878137,  15249
Change,  884894,  13081
Change,  893697,  13084
Add,  831422,  13048
Change,  1185787,  13048
Change,  1009192,  13090
Change,  853350,  13091
Change,  794671,  13089
Add,  867702,  14376
Change,  878056,  13090
Change,  884871,  13077
Change,  884886,  13091
Change,  1116302,  13084
Add,  651110,  10417
Change,  877948,  13088
Change,  839186,  13024
Add,  823932,  13088
Change,  884891,  13073
Change,  800360,  13079
Change,  893602,  13078
Change,  1009216,  13078
Change,  893626,  13024
Add,  839285,  13088
Add,  617506,  10418
Change,  853328,  13079
Add,  847802,  13084
Change,  1144299,  13072
Add,  831429,  13062
Change,  1075444,  13077
Add,  877942,  15862
Change,  853463,  15728
Change,  942977,  13081
Change,  885070,  13083
Add,  542809,  10988
Change,  943084,  13082
Change,  919386,  15728
Change,  884957,  13024
Change,  877934,  13066
Change,  927366,  13077
Change,  953805,  13084
Change,  794641,  13078
Change,  839247,  13084
Change,  893704,  13082
Change,  893667,  13073
Change,  860978,  13077
Delete,  616567,  10417
Change,  884962,  15728
Change,  893677,  14376
Change,  927390,  13081
Change,  839313,  13048
Change,  927388,  13081
Add,  919428,  13081
Add,  816318,  13090
Change,  893587,  13081
Change,  1009221,  13007
Add,  500455,  10988
Change,  1116267,  13090
Change,  1116279,  13081
Change,  878067,  13073
Add,  574046,  11098
Add,  816314,  13088
Change,  1075452,  13090
Change,  893687,  13078
Change,  1168679,  13072
Change,  884910,  13078
Change,  953783,  13081
Change,  1009185,  13088
Add,  658780,  10417
Change,  794649,  13007
Add,  953764,  13090
Change,  999427,  13078
Change,  893589,  13081
Add,  617507,  10418
Change,  1033023,  13088
Add,  498108,  10418
Change,  853477,  15862
Change,  884995,  13073
Change,  1033054,  13078
Change,  794646,  13007
Change,  861016,  13078
Change,  847767,  13090
Change,  893573,  13090
Change,  794730,  13024
