Audit_Action,time_segment_key,myemployee_key,Duration,start_day,start_time
Change,485635,10418,8.75000,0.8660254,0.98078525
Change,485634,10418,8.75000,0.8660254,0.98078525
Change,485633,10418,8.75000,1.2246469E-16,0.98078525
Change,485632,10418,8.75000,0.8660254,0.98078525
Change,485631,10418,8.75000,0.5,0.98078525
Change,483180,10418,8.75000,1.2246469E-16,0.98078525
Change,658514,10417,8.00000,1.2246469E-16,0.98078525
Change,658513,10417,8.00000,1.0,0.98078525
Change,658512,10417,8.00000,0.5,0.98078525
Change,658511,10417,8.00000,0.5,0.98078525
Change,658510,10417,8.00000,0.5,0.98078525
Change,654274,10417,8.00000,0.8660254,0.98078525
Change,654273,10417,8.00000,0.5,0.98078525
Change,654272,10417,8.00000,1.2246469E-16,0.98078525
Change,654271,10417,8.00000,1.0,0.98078525
Change,654270,10417,8.00000,0.0,0.98078525
Change,651259,10417,8.00000,1.2246469E-16,0.98078525
Change,651258,10417,8.00000,1.0,0.98078525
Change,651257,10417,8.00000,0.0,0.98078525
Change,651256,10417,8.00000,0.5,0.98078525
Change,651110,10417,8.00000,0.5,0.98078525
Change,651109,10417,8.00000,0.5,0.98078525
Change,651108,10417,8.00000,0.5,0.98078525
Change,651107,10417,8.00000,0.8660254,0.98078525
Change,651106,10417,8.00000,1.2246469E-16,0.98078525
Change,649526,10417,8.00000,0.0,0.98078525
Change,649525,10417,8.00000,0.8660254,0.98078525
Change,649524,10417,8.00000,1.0,0.98078525
Change,649523,10417,8.00000,0.8660254,0.98078525
Change,649522,10417,8.00000,0.5,0.98078525
Change,649097,10417,8.00000,1.2246469E-16,0.98078525
Change,649096,10417,8.00000,1.0,0.98078525
Change,649095,10417,8.00000,0.0,0.98078525
Change,649094,10417,8.00000,0.5,0.98078525
Change,649093,10417,8.00000,0.8660254,0.98078525
Change,617875,10417,8.00000,0.8660254,0.98078525
Change,617874,10417,8.00000,0.5,0.98078525
Change,617873,10417,8.00000,0.5,0.98078525
Change,617872,10417,8.00000,1.0,0.98078525
Change,617871,10417,8.00000,0.0,0.98078525
Change,616565,10417,8.00000,0.8660254,0.98078525
Change,602449,10417,8.00000,1.0,0.98078525
Change,602448,10417,8.00000,0.0,0.98078525
Change,602447,10417,8.00000,0.5,0.98078525
Change,602446,10417,8.00000,0.8660254,0.98078525
Change,602445,10417,8.00000,1.2246469E-16,0.98078525
Change,602093,10417,8.00000,0.5,0.98078525
Change,597846,10417,8.00000,1.2246469E-16,0.98078525
Change,597845,10417,8.00000,0.8660254,0.98078525
Change,597844,10417,8.00000,0.5,0.98078525
Change,597843,10417,8.00000,1.2246469E-16,0.98078525
Change,597842,10417,8.00000,1.0,0.98078525
Change,597598,10417,8.00000,0.5,0.98078525
Change,597597,10417,8.00000,0.8660254,0.98078525
Change,597596,10417,8.00000,0.0,0.98078525
Change,597595,10417,8.00000,0.8660254,0.98078525
Change,597594,10417,8.00000,0.8660254,0.98078525
Change,597421,10417,8.00000,0.8660254,0.98078525
Change,597420,10417,8.00000,0.5,0.98078525
Change,596491,10417,8.00000,1.0,0.98078525
Change,596490,10417,8.00000,0.5,0.98078525
Change,596489,10417,8.00000,0.5,0.98078525
Change,596488,10417,8.00000,1.0,0.98078525
Change,596487,10417,8.00000,0.0,0.98078525
Change,594324,10417,8.00000,1.2246469E-16,0.98078525
Change,594323,10417,8.00000,1.0,0.98078525
Change,594322,10417,8.00000,1.0,0.98078525
Change,594321,10417,8.00000,0.0,0.98078525
Change,594320,10417,8.00000,0.8660254,0.98078525
Change,594141,10417,8.00000,0.5,0.98078525
Change,594140,10417,8.00000,1.0,0.98078525
Change,594139,10417,8.00000,0.0,0.98078525
Change,594138,10417,8.00000,0.5,0.98078525
Change,594137,10417,8.00000,0.8660254,0.98078525
Change,593587,10417,8.00000,0.8660254,0.98078525
Change,593586,10417,8.00000,0.8660254,0.98078525
Change,593585,10417,8.00000,1.2246469E-16,0.98078525
Change,593448,10417,8.00000,0.5,0.98078525
Change,593447,10417,8.00000,1.0,0.98078525
Change,593446,10417,8.00000,0.0,0.98078525
Change,593445,10417,8.00000,0.5,0.98078525
Change,593444,10417,8.00000,0.8660254,0.98078525
Change,593318,10417,8.00000,1.2246469E-16,0.98078525
Change,593317,10417,8.00000,0.8660254,0.98078525
Change,593316,10417,8.00000,0.5,0.98078525
Change,593315,10417,8.00000,1.0,0.98078525
Change,593314,10417,8.00000,0.0,0.98078525
Change,492750,10417,8.00000,1.0,0.98078525
Change,492749,10417,8.00000,0.5,0.98078525
Change,492748,10417,8.00000,0.5,0.98078525
Change,492747,10417,8.00000,0.8660254,0.98078525
Change,485630,10417,8.00000,0.8660254,0.98078525
Change,485629,10417,8.00000,1.2246469E-16,0.98078525
Change,485628,10417,8.00000,0.8660254,0.98078525
Change,485627,10417,8.00000,0.5,0.98078525
Change,485626,10417,8.00000,0.8660254,0.98078525
Change,483177,10417,8.00000,0.8660254,0.98078525
Change,483176,10417,8.00000,0.0,0.98078525
Change,483175,10417,8.00000,0.8660254,0.98078525
Change,483174,10417,8.00000,0.8660254,0.98078525
Change,483173,10417,8.00000,1.2246469E-16,0.98078525
Change,649085,10988,8.50000,1.2246469E-16,0.98078525
Change,540436,10988,8.75000,1.2246469E-16,0.98078525
Change,540435,10988,8.75000,1.0,0.98078525
Change,540434,10988,8.75000,0.5,0.98078525
Change,540433,10988,8.75000,0.5,0.98078525
Change,540432,10988,8.75000,0.5,0.98078525
Change,538013,10988,8.75000,0.5,0.98078525
Change,538012,10988,8.75000,1.2246469E-16,0.98078525
Change,538011,10988,8.75000,1.0,0.98078525
Change,538010,10988,8.75000,1.2246469E-16,0.98078525
Change,538009,10988,8.75000,0.8660254,0.98078525
Change,535528,10988,8.75000,0.8660254,0.98078525
Change,535527,10988,8.75000,1.0,0.98078525
Change,535526,10988,8.75000,0.5,0.98078525
Change,535525,10988,8.75000,0.5,0.98078525
Change,535524,10988,8.75000,0.5,0.98078525
Change,533121,10988,8.75000,0.5,0.98078525
Change,533120,10988,8.75000,1.2246469E-16,0.98078525
Change,533119,10988,8.75000,1.0,0.98078525
Change,533118,10988,8.75000,0.0,0.98078525
Change,533117,10988,8.75000,0.5,0.98078525
Change,525182,10988,8.75000,1.0,0.98078525
Change,525181,10988,8.75000,0.8660254,0.98078525
Change,525180,10988,8.75000,0.8660254,0.98078525
Change,525179,10988,8.75000,0.0,0.98078525
Change,525178,10988,8.75000,0.8660254,0.98078525
Change,522455,10988,8.75000,0.8660254,0.98078525
Change,522454,10988,8.75000,0.8660254,0.98078525
Change,522453,10988,8.75000,0.5,0.98078525
Change,522452,10988,8.75000,0.5,0.98078525
Change,522451,10988,8.75000,1.0,0.98078525
Change,517502,10988,8.75000,1.2246469E-16,0.98078525
Change,517501,10988,8.75000,0.8660254,0.98078525
Change,517500,10988,8.75000,0.5,0.98078525
Change,517499,10988,8.75000,1.2246469E-16,0.98078525
Change,517498,10988,8.75000,0.8660254,0.98078525
Change,514309,10988,8.75000,0.8660254,0.98078525
Change,514308,10988,8.75000,0.0,0.98078525
Change,514307,10988,8.75000,0.8660254,0.98078525
Change,514306,10988,8.75000,0.0,0.98078525
Change,514305,10988,8.75000,0.5,0.98078525
Change,511971,10988,8.75000,0.5,0.98078525
Change,511970,10988,8.75000,0.8660254,0.98078525
Change,511969,10988,8.75000,0.5,0.98078525
Change,511968,10988,8.75000,1.0,0.98078525
Change,511967,10988,8.75000,0.0,0.98078525
Change,509598,10988,8.75000,0.0,0.98078525
Change,509597,10988,8.75000,0.5,0.98078525
Change,509596,10988,8.75000,1.2246469E-16,0.98078525
Change,509595,10988,8.75000,1.0,0.98078525
Change,509594,10988,8.75000,1.0,0.98078525
Change,507254,10988,8.75000,1.2246469E-16,0.98078525
Change,507253,10988,8.75000,0.8660254,0.98078525
Change,507252,10988,8.75000,0.5,0.98078525
Change,507251,10988,8.75000,0.5,0.98078525
Change,507250,10988,8.75000,1.0,0.98078525
Change,506702,10988,8.75000,0.8660254,0.98078525
Change,506701,10988,8.75000,0.5,0.98078525
Change,506700,10988,8.75000,0.8660254,0.98078525
Change,506699,10988,8.75000,1.2246469E-16,0.98078525
Change,506698,10988,8.75000,0.8660254,0.98078525
Change,506110,10988,8.75000,1.0,0.98078525
Change,506109,10988,8.75000,0.0,0.98078525
Change,506108,10988,8.75000,0.8660254,0.98078525
Change,506107,10988,8.75000,0.8660254,0.98078525
Change,506106,10988,8.75000,1.0,0.98078525
Change,505564,10988,8.75000,1.0,0.98078525
Change,505563,10988,8.75000,0.5,0.98078525
Change,505562,10988,8.75000,0.5,0.98078525
Change,502185,10988,8.75000,0.5,0.98078525
Change,502184,10988,8.75000,1.0,0.98078525
Change,501247,10988,8.75000,0.8660254,0.98078525
Change,501246,10988,8.75000,1.2246469E-16,0.98078525
Change,501245,10988,8.75000,0.8660254,0.98078525
Change,501244,10988,8.75000,0.5,0.98078525
Change,500459,10988,8.75000,0.0,0.98078525
Change,500458,10988,8.75000,0.5,0.98078525
Change,500457,10988,8.75000,1.2246469E-16,0.98078525
Change,500456,10988,8.75000,1.0,0.98078525
Change,500455,10988,8.75000,0.5,0.98078525
Change,499296,10988,8.75000,0.0,0.98078525
Change,540441,11092,8.75000,0.5,0.98078525
Change,540440,11092,8.75000,1.0,0.98078525
Change,540439,11092,8.75000,0.5,0.98078525
Change,540438,11092,8.75000,0.5,0.98078525
Change,540437,11092,8.75000,0.5,0.98078525
Change,538018,11092,8.75000,0.5,0.98078525
Change,538017,11092,8.75000,1.2246469E-16,0.98078525
Change,538016,11092,8.75000,1.0,0.98078525
Change,538015,11092,8.75000,0.0,0.98078525
Change,538014,11092,8.75000,1.2246469E-16,0.98078525
Change,535533,11092,8.75000,0.8660254,0.98078525
Change,535532,11092,8.75000,1.2246469E-16,0.98078525
Change,535531,11092,8.75000,1.0,0.98078525
Change,535530,11092,8.75000,0.5,0.98078525
Change,535529,11092,8.75000,0.5,0.98078525
Change,533126,11092,8.75000,0.8660254,0.98078525
Change,533125,11092,8.75000,0.5,0.98078525
Change,533124,11092,8.75000,1.0,0.98078525
Change,533123,11092,8.75000,0.0,0.98078525
Change,533122,11092,8.75000,0.5,0.98078525
Change,525187,11092,8.75000,1.0,0.98078525
Change,525186,11092,8.75000,0.8660254,0.98078525
Change,525185,11092,8.75000,0.5,0.98078525
Change,525184,11092,8.75000,0.8660254,0.98078525
Change,525183,11092,8.75000,0.8660254,0.98078525
Change,522460,11092,8.75000,0.8660254,0.98078525
Change,522459,11092,8.75000,0.5,0.98078525
Change,522458,11092,8.75000,0.5,0.98078525
Change,522457,11092,8.75000,1.0,0.98078525
Change,522456,11092,8.75000,0.0,0.98078525
Change,517507,11092,8.75000,0.8660254,0.98078525
Change,517506,11092,8.75000,0.8660254,0.98078525
Change,517505,11092,8.75000,0.5,0.98078525
Change,517504,11092,8.75000,1.2246469E-16,0.98078525
Change,517503,11092,8.75000,1.0,0.98078525
Change,514314,11092,8.75000,0.8660254,0.98078525
Change,514313,11092,8.75000,0.0,0.98078525
Change,514312,11092,8.75000,0.8660254,0.98078525
Change,514311,11092,8.75000,0.8660254,0.98078525
Change,514310,11092,8.75000,0.0,0.98078525
Change,511976,11092,8.75000,0.5,0.98078525
Change,511975,11092,8.75000,0.8660254,0.98078525
Change,511974,11092,8.75000,1.2246469E-16,0.98078525
Change,511973,11092,8.75000,0.5,0.98078525
Change,511972,11092,8.75000,0.0,0.98078525
Change,509603,11092,8.75000,0.0,0.98078525
Change,509602,11092,8.75000,0.8660254,0.98078525
Change,509601,11092,8.75000,0.5,0.98078525
Change,509600,11092,8.75000,1.0,0.98078525
Change,509599,11092,8.75000,1.0,0.98078525
Change,507259,11092,8.75000,0.0,0.98078525
Change,507258,11092,8.75000,1.2246469E-16,0.98078525
Change,507257,11092,8.75000,0.5,0.98078525
Change,507256,11092,8.75000,0.5,0.98078525
Change,507255,11092,8.75000,1.0,0.98078525
Change,506707,11092,8.75000,0.8660254,0.98078525
Change,506706,11092,8.75000,0.8660254,0.98078525
Change,506705,11092,8.75000,1.2246469E-16,0.98078525
Change,506704,11092,8.75000,0.8660254,0.98078525
Change,506703,11092,8.75000,0.5,0.98078525
Change,506115,11092,8.75000,1.0,0.98078525
Change,506114,11092,8.75000,0.0,0.98078525
Change,506113,11092,8.75000,0.8660254,0.98078525
Change,506112,11092,8.75000,0.8660254,0.98078525
Change,506111,11092,8.75000,1.2246469E-16,0.98078525
Change,505566,11092,8.75000,1.0,0.98078525
Change,505565,11092,8.75000,0.5,0.98078525
Change,502188,11092,8.75000,0.5,0.98078525
Change,502187,11092,8.75000,1.0,0.98078525
Change,502186,11092,8.75000,0.0,0.98078525
Change,501250,11092,8.75000,0.8660254,0.98078525
Change,501249,11092,8.75000,0.8660254,0.98078525
Change,501248,11092,8.75000,0.5,0.98078525
Change,500464,11092,8.75000,0.0,0.98078525
Change,500463,11092,8.75000,0.5,0.98078525
Change,500462,11092,8.75000,0.8660254,0.98078525
Change,500461,11092,8.75000,1.2246469E-16,0.98078525
Change,500460,11092,8.75000,0.5,0.98078525
Change,499298,11092,9.25000,0.5,0.98078525
Change,499297,11092,8.75000,0.0,0.98078525
Change,540446,11098,8.75000,1.0,0.98078525
Change,540445,11098,8.75000,0.5,0.98078525
Change,540444,11098,8.75000,0.5,0.98078525
Change,540443,11098,8.75000,0.5,0.98078525
Change,540442,11098,8.75000,0.5,0.98078525
Change,538023,11098,8.75000,1.2246469E-16,0.98078525
Change,538022,11098,8.75000,1.0,0.98078525
Change,538021,11098,8.75000,0.0,0.98078525
Change,538020,11098,8.75000,1.2246469E-16,0.98078525
Change,538019,11098,8.75000,0.5,0.98078525
Change,535538,11098,8.75000,1.2246469E-16,0.98078525
Change,535537,11098,8.75000,1.0,0.98078525
Change,535536,11098,8.75000,0.5,0.98078525
Change,535535,11098,8.75000,0.5,0.98078525
Change,535534,11098,8.75000,0.8660254,0.98078525
Change,533131,11098,8.75000,0.5,0.98078525
Change,533130,11098,8.75000,1.0,0.98078525
Change,533129,11098,8.75000,0.0,0.98078525
Change,533128,11098,8.75000,0.5,0.98078525
Change,533127,11098,8.75000,0.8660254,0.98078525
Change,525192,11098,8.75000,0.8660254,0.98078525
Change,525191,11098,8.75000,0.5,0.98078525
Change,525190,11098,8.75000,0.8660254,0.98078525
Change,525189,11098,8.75000,0.8660254,0.98078525
Change,525188,11098,8.75000,1.0,0.98078525
Change,522465,11098,8.75000,0.8660254,0.98078525
Change,522464,11098,8.75000,0.5,0.98078525
Change,522463,11098,8.75000,0.5,0.98078525
Change,522462,11098,8.75000,1.0,0.98078525
Change,522461,11098,8.75000,0.0,0.98078525
Change,517512,11098,8.75000,0.8660254,0.98078525
Change,517511,11098,8.75000,0.5,0.98078525
Change,517510,11098,8.75000,1.2246469E-16,0.98078525
Change,517509,11098,8.75000,1.0,0.98078525
Change,517508,11098,8.75000,0.8660254,0.98078525
Change,514319,11098,8.75000,0.0,0.98078525
Change,514318,11098,8.75000,0.8660254,0.98078525
Change,514317,11098,8.75000,0.8660254,0.98078525
Change,514316,11098,8.75000,0.0,0.98078525
Change,514315,11098,8.75000,0.8660254,0.98078525
Change,511981,11098,8.75000,0.8660254,0.98078525
Change,511980,11098,8.75000,1.2246469E-16,0.98078525
Change,511979,11098,8.75000,0.5,0.98078525
Change,511978,11098,8.75000,0.0,0.98078525
Change,511977,11098,8.75000,0.5,0.98078525
Change,509608,11098,8.75000,0.8660254,0.98078525
Change,509607,11098,8.75000,0.5,0.98078525
Change,509606,11098,8.75000,1.0,0.98078525
Change,509605,11098,8.75000,1.0,0.98078525
Change,509604,11098,8.75000,0.0,0.98078525
Change,507264,11098,8.75000,1.2246469E-16,0.98078525
Change,507263,11098,8.75000,0.5,0.98078525
Change,507262,11098,8.75000,0.5,0.98078525
Change,507261,11098,8.75000,1.0,0.98078525
Change,507260,11098,8.75000,0.0,0.98078525
Change,506712,11098,8.75000,0.8660254,0.98078525
Change,506711,11098,8.75000,0.8660254,0.98078525
Change,506710,11098,8.75000,1.2246469E-16,0.98078525
Change,506709,11098,8.75000,0.8660254,0.98078525
Change,506708,11098,8.75000,0.5,0.98078525
Change,506120,11098,8.75000,0.0,0.98078525
Change,506119,11098,8.75000,0.8660254,0.98078525
Change,506118,11098,8.75000,0.8660254,0.98078525
Change,506117,11098,8.75000,1.2246469E-16,0.98078525
Change,506116,11098,8.75000,1.0,0.98078525
Change,505568,11098,8.75000,0.5,0.98078525
Change,505567,11098,8.75000,1.0,0.98078525
Change,502191,11098,8.75000,0.5,0.98078525
Change,502190,11098,8.75000,1.0,0.98078525
Change,502189,11098,8.75000,0.0,0.98078525
Change,501254,11098,8.75000,0.8660254,0.98078525
Change,501253,11098,8.75000,0.8660254,0.98078525
Change,501252,11098,8.75000,0.5,0.98078525
Change,501251,11098,8.75000,0.0,0.98078525
Change,500469,11098,8.75000,0.0,0.98078525
Change,500468,11098,8.75000,0.5,0.98078525
Change,500467,11098,8.75000,0.8660254,0.98078525
Change,500466,11098,8.75000,1.2246469E-16,0.98078525
Change,500465,11098,8.75000,0.5,0.98078525
Change,499299,11098,8.75000,0.5,0.98078525
Delete,586141,11098,8.75000,1.2246469E-16,0.98078525
Delete,586140,11098,8.75000,0.5,0.98078525
Delete,586139,11098,8.75000,0.5,0.98078525
Delete,586138,11098,8.75000,0.5,0.98078525
Delete,586137,11098,8.75000,0.8660254,0.98078525
Delete,583697,11098,8.75000,0.8660254,0.98078525
Delete,583696,11098,8.75000,1.2246469E-16,0.98078525
Delete,583695,11098,8.75000,1.0,0.98078525
Delete,583694,11098,8.75000,1.0,0.98078525
Delete,583693,11098,8.75000,0.0,0.98078525
Delete,581300,11098,8.75000,0.8660254,0.98078525
Delete,581304,11098,8.75000,0.8660254,0.98078525
Delete,581303,11098,8.75000,0.5,0.98078525
Delete,581302,11098,8.75000,0.5,0.98078525
Delete,581301,11098,8.75000,1.0,0.98078525
Delete,578842,11098,8.75000,0.5,0.98078525
Delete,578841,11098,8.75000,0.8660254,0.98078525
Delete,578845,11098,8.75000,1.2246469E-16,0.98078525
Delete,578844,11098,8.75000,1.0,0.98078525
Delete,578843,11098,8.75000,0.5,0.98078525
Delete,576484,11098,8.75000,1.0,0.98078525
Delete,576483,11098,8.75000,0.8660254,0.98078525
Delete,576482,11098,8.75000,0.8660254,0.98078525
Delete,576486,11098,8.75000,1.2246469E-16,0.98078525
Delete,576485,11098,8.75000,0.8660254,0.98078525
Delete,574045,11098,8.75000,0.0,0.98078525
Delete,574044,11098,8.75000,1.0,0.98078525
Delete,574043,11098,8.75000,0.0,0.98078525
Delete,574042,11098,8.75000,0.5,0.98078525
Delete,574046,11098,8.75000,0.8660254,0.98078525
Delete,571677,11098,8.75000,1.2246469E-16,0.98078525
Delete,571676,11098,8.75000,0.5,0.98078525
Delete,571675,11098,8.75000,0.5,0.98078525
Delete,571674,11098,8.75000,1.0,0.98078525
Delete,571673,11098,8.75000,0.0,0.98078525
Delete,569291,11098,8.75000,0.8660254,0.98078525
Delete,569290,11098,8.75000,0.8660254,0.98078525
Delete,569289,11098,8.75000,0.5,0.98078525
Delete,569288,11098,8.75000,0.5,0.98078525
Delete,569287,11098,8.75000,0.5,0.98078525
Delete,566905,11098,8.75000,0.0,0.98078525
Delete,566909,11098,8.75000,0.8660254,0.98078525
Delete,566908,11098,8.75000,1.2246469E-16,0.98078525
Delete,566907,11098,8.75000,1.0,0.98078525
Delete,566906,11098,8.75000,0.5,0.98078525
Delete,564488,11098,8.75000,1.0,0.98078525
Delete,564487,11098,8.75000,1.2246469E-16,0.98078525
Delete,564491,11098,8.75000,0.0,0.98078525
